id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnTUNndG9QTmx3RRAB,"Friendly staff, nice pizza and good service",a week ago,2025-02-28 17:21:31.823428,4.0,Pam Khem,0,https://www.google.com/maps/contrib/106624964440514063064/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNndHVhdkt3EAE,"Our experience was outstanding! The food, service, and pricing were all exceptional. Visiting from Texas, we were in Manhattan for only four days, yet we found ourselves returning daily. From breakfast to pizza, burgers, and desserts—everything was simply incredible. If you’re in Manhattan, this is a must-visit!",a week ago,2025-02-28 17:21:31.823740,5.0,Lovely Miss Mamie,4,https://www.google.com/maps/contrib/103276411492793265543/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNndHVhUnZ3RRAB,"Had breakfast, lunch, dinner and dessert! Amazing atmosphere. Great hours, Quality food, and service! Will definitely be back.",a week ago,2025-02-28 17:21:31.824090,5.0,Natalie Nichole,4,https://www.google.com/maps/contrib/108325304114044945516/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNndHFMNEdBEAE,45 Dollars for 2 Burgers and a bottle of water. Bad adress for us. We don't like...,a week ago,2025-02-28 17:21:31.824486,1.0,Damien Delaage,40,https://www.google.com/maps/contrib/108566926202147291344/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNneHVDbldBEAE,"Finally found the best pizza slice joint in Broadway. The service was great and Mohammed was witty and fun. The cheesecake was also good, and all the other food choices looked excellent. Forget all the other joints, this is the place for top eats for pizza, sandwiches and cheesecake.",a week ago,2025-02-28 17:21:31.824804,5.0,Roger Huw Jones,9,https://www.google.com/maps/contrib/108039030564952259698/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNnMnB6YjFnRRAB,Best pizza in nyc,a week ago,2025-02-28 17:21:31.825127,5.0,Bram Nivar,0,https://www.google.com/maps/contrib/105216000519619584571/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNnMm9qd2F3EAE,Yes. Best custom slice in the city. I’ve been coming here since 2009 and they haven’t missed a beat. If I’m in the city imma get a slice from here before a leave.,a week ago,2025-02-28 17:21:31.825441,5.0,Natalie Fabien,67,https://www.google.com/maps/contrib/105201390001261032483/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNnaXJ1Wm13RRAB,"This was my first time in New York. I wanted to try some pizza. I went to Carve Cafe. The food was really fresh and they we're very hospitable. I tried to try other pizza places in the nearby area. But I kept going back to Carve. I will definitely be back next time I'm in New York. They're wings are delicious as well. They make good salads and sandwiches, too.",a week ago,2025-02-28 17:21:31.825755,5.0,Alisha,60,https://www.google.com/maps/contrib/108841388083421389907/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNnblBYR3BRRRAB,Perfect,a week ago,2025-02-28 17:21:31.826096,5.0,Tristan S.,14,https://www.google.com/maps/contrib/105026656852052582779/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNnbklEeFFnEAE,I came on valentines and Mohammed was a sweetheart.  Food delicious. 10 out of 10 recommend,a week ago,2025-02-28 17:21:31.826422,5.0,Alisa Goods,27,https://www.google.com/maps/contrib/112647675318235099136/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNnNUphSFB3EAE,,2 weeks ago,2025-02-28 17:21:36.140173,5.0,Shambhavi Jasti,0,https://www.google.com/maps/contrib/104105243263194416464/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNnLUotczZRRRAB,Everything you need in one place. Always fresh and tasty 😋,2 weeks ago,2025-02-28 17:21:36.140521,5.0,Karim Obaid,7,https://www.google.com/maps/contrib/101639829508559877353/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNnaUkyaGFREAE,Had breakfast here two times during my trip in NYC. Everything tasted great.,2 weeks ago,2025-02-28 17:21:36.140912,5.0,Domenico Paolillo,0,https://www.google.com/maps/contrib/106070331377627268914/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfdE5yWkF3EAE,,2 weeks ago,2025-02-28 17:21:36.141446,5.0,Abrahim Alghaithi,0,https://www.google.com/maps/contrib/108927573558720358490/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTURBeXJyUjJBRRAB,Severely over priced. Go over to 9th Avenue and get the exact same food for half the price,2 weeks ago,2025-02-28 17:21:36.141762,1.0,R. Jacob Gilbert,114,https://www.google.com/maps/contrib/110017002398457165818/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNBODVpY2tnRRAB,,3 weeks ago,2025-02-28 17:21:36.142278,5.0,Edward Hompanera,0,https://www.google.com/maps/contrib/109481637482983299967/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBczZiT0FREAE,Best NYC pizza !,3 weeks ago,2025-02-28 17:21:36.142591,5.0,Roger Gonçalves,0,https://www.google.com/maps/contrib/114780510961882588761/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBNllISkFREAE,,3 weeks ago,2025-02-28 17:21:36.143107,5.0,Papa Dembele,0,https://www.google.com/maps/contrib/106761384472933992202/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBeVlUOU93EAE,"Good pizza, friendly and nice employees, we will definitely be back!",3 weeks ago,2025-02-28 17:21:36.143412,5.0,Federica Viazzo,0,https://www.google.com/maps/contrib/116897538755683916667/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBdm9yRERBEAE,Best of the best,3 weeks ago,2025-02-28 17:21:36.143719,5.0,Joshua Mendez,0,https://www.google.com/maps/contrib/110157876083572197359/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnTUNBM3UtZHNnRRAB,The best pizza,3 weeks ago,2025-02-28 17:21:40.516123,5.0,Mateo Santiago Lauriano,0,https://www.google.com/maps/contrib/104629135002766199172/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBbXFQVldnEAE,"Amazing making service, fantastic! Pizza.",4 weeks ago,2025-02-28 17:21:40.516569,5.0,Hibaq Muhumed,0,https://www.google.com/maps/contrib/100746115376370057096/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBMHVXakx3EAE,Everyone was very polite and attentive. We had breakfast at this restaurant every day during our trip and it was the best choice.,4 weeks ago,2025-02-28 17:21:40.516895,5.0,Ana Beatriz Peralta Moreira,0,https://www.google.com/maps/contrib/108390472194968058165/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnTUNBck5yT2RBEAE,Love it!,4 weeks ago,2025-02-28 17:21:40.517212,5.0,Felipe Caruso,0,https://www.google.com/maps/contrib/105334670562557807273/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfOF9mQ0V3EAE,the workers are super nice and the atmosphere is really nice.,a month ago,2025-02-28 17:21:40.517544,5.0,Khadija Terera,0,https://www.google.com/maps/contrib/114413713583916019862/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfNDZPWDV3RRAB,"What a treasure! It's in my neighborhood, too - they have a great slice and the burgers are perfect and reasonably priced. The staff has a great attitude and are always smiling - even when it's busy. I'm lucky to have them nearby. I highly recommend them! 5 stars for sure!",a month ago,2025-02-28 17:21:40.517859,5.0,John Xtnt,0,https://www.google.com/maps/contrib/111538064800584002507/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfLWVDY0ZREAE,There are simple and effective choices.,a month ago,2025-02-28 17:21:40.518174,3.0,Manuel GRILO,49,https://www.google.com/maps/contrib/116354737241290374989/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfcWZidTN3RRAB,best pizza,a month ago,2025-02-28 17:21:40.518530,5.0,Slime Eto,0,https://www.google.com/maps/contrib/101228694844801815789/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfeWVlS193RRAB,Great pizza,a month ago,2025-02-28 17:21:40.518856,5.0,Jacaria’s Channel,0,https://www.google.com/maps/contrib/109081543980580698462/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfc2ZPN2ZBEAE,,a month ago,2025-02-28 17:21:40.519260,5.0,Marianna Piscitelli,1,https://www.google.com/maps/contrib/114575170687124869405/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfanEyVnRBRRAB,The best one town,a month ago,2025-02-28 17:21:44.895317,5.0,efe ufuah,0,https://www.google.com/maps/contrib/110792139580549098640/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfNXByY0pBEAE,Best pizza on 8th Ave,a month ago,2025-02-28 17:21:44.895661,5.0,Renzii,0,https://www.google.com/maps/contrib/110435758445380200184/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfaXQyVHBBRRAB,"Love the food, and I saw Ruben Studdard there!🙂🙂 …",a month ago,2025-02-28 17:21:44.895972,5.0,DeAndrea Barnes,1,https://www.google.com/maps/contrib/110826251475726669699/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfa3ZUS0lBEAE,"the Hot Chicken Pasta is very nice, i've ordered it multiple times and the tuna melt sandwich is delicious!",a month ago,2025-02-28 17:21:44.896293,5.0,Cara Louise Carter,21,https://www.google.com/maps/contrib/101431510986102188190/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUMtcjhtcXFnRRAB,,a month ago,2025-02-28 17:21:44.896693,5.0,Abrahim Ali,3,https://www.google.com/maps/contrib/111815313085715026534/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfcUt5dVZ3EAE,,a month ago,2025-02-28 17:21:44.897082,5.0,Sandro Vacheishvili,0,https://www.google.com/maps/contrib/109033468786119445816/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfeUlXcjdnRRAB,Downtown done well,a month ago,2025-02-28 17:21:44.897387,5.0,Dean Bennett,35,https://www.google.com/maps/contrib/103938330847793681522/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURfc0x1WFl3EAE,The best,a month ago,2025-02-28 17:21:44.897746,5.0,lounes amzal,7,https://www.google.com/maps/contrib/116825925957530168509/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfc1BxQ253RRAB,,a month ago,2025-02-28 17:21:44.898302,5.0,amd yuri,0,https://www.google.com/maps/contrib/100220953221491600454/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURfb1BfWW1nRRAB,"I got a coffee along with an overpriced coffee cake—nine dollars for a drink and a stale piece of cake. When I took a bite of the cake, it was incredibly dry, like it had been sitting there for over a week. Frustrated, I went back to the shop and told one of the employees that the cake wasn’t fresh, asking if I could have a fresh one. He brought me another piece, but it was exactly the same—still not fresh at all.  I left the coffee shop to head to work, and it really upset me. I don’t like starting my morning on a bad note. I don’t understand why they keep goods that are not fresh and sell them at such high prices. I could get a much better coffee cake from the deli for just two dollars, and it would be fresh and ten times better. I have a strong dislike for places that pretend to be high-end, charging premium prices while serving subpar products.",a month ago,2025-02-28 17:21:44.898632,1.0,Lior Nahum,0,https://www.google.com/maps/contrib/106902115951503149700/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNfOTZtQXl3RRAB,"We waited at a famous pizza place just down 44th for a table for almost an hour before bailing out. Landed here and had awesome, real NY pizza in our faces 3 minutes after walking in the door. Spent MAYBE 1/2 what the other place would have been.  Made our show with time to spare! Great staff too!",a month ago,2025-02-28 17:21:49.368757,5.0,Dan Ray,0,https://www.google.com/maps/contrib/118077693462573741755/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNfc2VETU5BEAE,"Absolutely love Carve! The pizza here is out of this world—crispy, fresh, and packed with flavor in every bite. The dough is perfectly made, and you can tell they use high-quality ingredients. But what really sets Carve apart is their cheesecake! It's creamy, rich, and the perfect way to end a meal. The service is always friendly, and the atmosphere is relaxed and welcoming. If you’re a pizza and cheesecake fan, this is a must-visit spot. Highly recommend!",a month ago,2025-02-28 17:21:49.369103,5.0,Mohammed Albadani,0,https://www.google.com/maps/contrib/110842405095422705553/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNfMGM3bUF3EAE,,a month ago,2025-02-28 17:21:49.369507,4.0,Hector I Colon Romero,4,https://www.google.com/maps/contrib/114983495580756501328/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNfbEphYnZRRRAB,Came from the bar next door and randomly got a cheesecake on my way home and it was so good! Im still dreaming about the cheesecake lol,a month ago,2025-02-28 17:21:49.369817,5.0,Marsha,275,https://www.google.com/maps/contrib/101094665496870298031/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNfeExXakF3EAE,,a month ago,2025-02-28 17:21:49.370120,4.0,Juan Pablo Lescano,243,https://www.google.com/maps/contrib/105275829795187817235/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmczltazVBRRAB,Got a simple chicken sandwich and was immediately sick-I’d skip the food poisoning and go elsewhere if I were you,a month ago,2025-02-28 17:21:49.370426,1.0,Rob Season,0,https://www.google.com/maps/contrib/117454274686534131674/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmbGNPM0dBEAE,The white cheese pizza was delicious,a month ago,2025-02-28 17:21:49.370733,4.0,Hosam S,390,https://www.google.com/maps/contrib/108280203712146637621/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURma3FuNGJREAE,,a month ago,2025-02-28 17:21:49.371188,5.0,Anna Ghallab,16,https://www.google.com/maps/contrib/115060659260799909879/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURmNUltMURnEAE,"BEST PLACE IN TIMES SQUARE ‼️  My family and I (there are 4 of us) spent a week in New York and thanks to the proximity of our hotel, this was our trusted place to eat and dine. The workers are very nice and try to help you even if you have trouble with the language. I totally recommend it even if you are passing through the area.  Thanks for the workers, always on time and best food around.",a month ago,2025-02-28 17:21:49.371494,5.0,Pablo Aller,1,https://www.google.com/maps/contrib/101036013581890775714/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmMzhPcndRRRAB,I had the Philly sub. It was better than the one I got in Philadelphia. Service was good and friendly. We sat beside the door. MISTAKE when it's cold outside.,a month ago,2025-02-28 17:21:49.372103,5.0,David James,114,https://www.google.com/maps/contrib/101065005351914703623/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmbjU3STRBRRAB,I went in because it was the emptiest place and I fell in love with their cheesecake and 🍕,a month ago,2025-02-28 17:21:53.852470,5.0,Nivia Tabales Diaiz,5,https://www.google.com/maps/contrib/106679863390430261105/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmcl9MOTRBRRAB,Excellent pizza,a month ago,2025-02-28 17:21:53.852831,5.0,Moshe shalin,59,https://www.google.com/maps/contrib/116129352648822636786/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmajdYbV9BRRAB,Best service in the city ‼️ Hymen and his coworker are very accommodating! Thank you ‼️,a month ago,2025-02-28 17:21:53.853141,5.0,K T,1,https://www.google.com/maps/contrib/113666900960809081044/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmdTRmOXlBRRAB,"This was my first dining experience in NYC, and it exceeded my expectations. We ordered an 18-inch pizza for the family, and it was absolutely incredible. If you’re a pizza enthusiast, I highly recommend stopping by here to get an authentic taste of New York-style pizza.",a month ago,2025-02-28 17:21:53.853453,5.0,David Suarez,22,https://www.google.com/maps/contrib/114617948651385976745/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmNXZfOFRBEAE,,2 months ago,2025-02-28 17:21:53.853853,5.0,Irina,747,https://www.google.com/maps/contrib/116703536305387022792/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmakpMdjJ3RRAB,,2 months ago,2025-02-28 17:21:53.854283,4.0,Jon Dyer,42,https://www.google.com/maps/contrib/104103373193224750158/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmaktMSTR3RRAB,,2 months ago,2025-02-28 17:21:53.854801,5.0,Markus Hofbauer,160,https://www.google.com/maps/contrib/116929431597131157816/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmeEwzQkt3EAE,Pizza was amazing! Crusty crust - my favourite. Cheesecake was ok. They don’t have a good system for taking orders. Seemed like a mess but somehow it works for them.,2 months ago,2025-02-28 17:21:53.855125,5.0,Andrew Harris,63,https://www.google.com/maps/contrib/115870824220618579879/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmaE5PMXZ3RRAB,,2 months ago,2025-02-28 17:21:53.855438,5.0,Aziz Ahmed,82,https://www.google.com/maps/contrib/105320824644011813735/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR2ajc3dExBEAE,,2 months ago,2025-02-28 17:21:53.855829,5.0,Akif Qadeer,1,https://www.google.com/maps/contrib/100428824862986030735/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR2bllxcndnRRAB,"An absolutely amazing place! We enjoyed two delicious pizzas, perfectly baked with well-balanced flavors. To top it off, the cheesecakes were simply divine, probably the best we’ve ever had! The service was impeccable, warm, and attentive. A memorable dining experience that I highly recommend. Kudos to Carve Cafe, we’ll definitely be back! Nota : A big thank you to the employee who found my son's hat :)",2 months ago,2025-02-28 17:21:58.427191,5.0,Stéphane Guindon,10,https://www.google.com/maps/contrib/100887525465585787394/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR2LVpIZU53EAE,Carve Cafe IS THE MIDTOWN pizza HOT SPOT. YOU MUST EAT HERE!!!,2 months ago,2025-02-28 17:21:58.427553,5.0,Nicholas Ward,0,https://www.google.com/maps/contrib/114905451974335242132/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR2cXV1ZlhBEAE,"Best breakfast spot in the time square , delicious food  decent prices and super friendly staff , I highly recommend this place",2 months ago,2025-02-28 17:21:58.427867,5.0,Shadi Shanak,1,https://www.google.com/maps/contrib/117117462905953880333/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR2eE5fNXh3RRAB,Nice place to sit with a coffee before a show!,2 months ago,2025-02-28 17:21:58.428175,4.0,Elsie Wright,26,https://www.google.com/maps/contrib/104500703767385850225/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR2a00zWElnEAE,"Carve Café & Pizza is an excellent option to enjoy good pizza in New York. We tried their pizza and we loved it: well-made dough, fresh ingredients and lots of flavor.  A simple but perfect place for a quick and delicious meal.  The cake was not fresh.",2 months ago,2025-02-28 17:21:58.428484,4.0,aleixistfe,255,https://www.google.com/maps/contrib/116580079801299979196/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN2bjVXcnZnRRAB,We love so much! Mohammed is the GOAT! best pizza!,2 months ago,2025-02-28 17:21:58.428792,5.0,Valeria Perez,0,https://www.google.com/maps/contrib/113289978979462665605/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2bjVXRlJnEAE,Mohammed is the best (:,2 months ago,2025-02-28 17:21:58.429100,5.0,Jacob Eidson,0,https://www.google.com/maps/contrib/117189370070095392958/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2dDdlVkxnEAE,,2 months ago,2025-02-28 17:21:58.429514,4.0,Bojan Grabež,13,https://www.google.com/maps/contrib/101116110174169654310/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN2cTRYNDFBRRAB,"Stopped in for cheesecake on a cold day, and it was excellent.  Sugar cookie was too good to leave behind as well.  Nice place to sit and get out of the cold (or heat), with views of a busy street outside.  Didn’t try the pizza (this time), but it looked perfect.  Staff are very friendly too, this is well worth a stop.",2 months ago,2025-02-28 17:21:58.429822,5.0,Michael Wertz,153,https://www.google.com/maps/contrib/101199578320844194252/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN2aS1yLW9BRRAB,,2 months ago,2025-02-28 17:21:58.430510,5.0,Theresa Nagle,0,https://www.google.com/maps/contrib/117847411220102197610/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2MVpTVU53EAE,Carve is the Best On Broadway !,2 months ago,2025-02-28 17:22:03.061174,5.0,Dale Badway,0,https://www.google.com/maps/contrib/101401953101693471420/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2eGZITkZ3EAE,,2 months ago,2025-02-28 17:22:03.061600,5.0,Edvaldo Dias,0,https://www.google.com/maps/contrib/106462151000001023957/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN2c1lldWp3RRAB,Absolutely fantastic!! Was waiting for our uber and decided to grab a slice! Wish we would have stayed to dine in! So delicious!!,2 months ago,2025-02-28 17:22:03.061914,5.0,Jennifer Long,2,https://www.google.com/maps/contrib/100254323767603699263/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN2b2NfdzVRRRAB,,2 months ago,2025-02-28 17:22:03.062307,5.0,Rosella,5,https://www.google.com/maps/contrib/117608141042237615571/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2b1pLQWJ3EAE,,2 months ago,2025-02-28 17:22:03.062693,5.0,e m s,122,https://www.google.com/maps/contrib/107770886574208588616/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2anRQZmZ3EAE,,2 months ago,2025-02-28 17:22:03.063138,4.0,Anastasia Korn,23,https://www.google.com/maps/contrib/118327386558949365639/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2c3I3SFpBEAE,,2 months ago,2025-02-28 17:22:03.063607,5.0,MI X,0,https://www.google.com/maps/contrib/104976512705148761787/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2d3VEb2VBEAE,"As a New Yorker, given its location close to a major tourist area, I was positively surprised at the quality of food and service, as well as reasonable prices.  Space is tight, but it's meant to be a quick stop, not a full service restaurant. I'd gladly stop by again when I'm passing through.",2 months ago,2025-02-28 17:22:03.063909,5.0,Yoon Chung,53,https://www.google.com/maps/contrib/105263227327458400469/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2X0tXUVBnEAE,,2 months ago,2025-02-28 17:22:03.064609,5.0,Kristin Bica,0,https://www.google.com/maps/contrib/104154381923209949580/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN2X0xtYmtRRRAB,Delicious pizza and cheesecake. My friend actually spilled her ware in my pizza and Muhammad gave me a new one. He was so friendly and accommodating. Highly recommend!,2 months ago,2025-02-28 17:22:03.064912,5.0,Alicia Proulx,0,https://www.google.com/maps/contrib/117203976827920898611/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN2M1A2R21BRRAB,Quick and friendly service. Great location and delicious pizza.,2 months ago,2025-02-28 17:22:07.744342,5.0,Holly Morrison,0,https://www.google.com/maps/contrib/115748302443068043057/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN2eEtfOXVBRRAB,Great walking slice! Friendly service. Hot n crispy.,2 months ago,2025-02-28 17:22:07.744723,5.0,K Johnson,274,https://www.google.com/maps/contrib/115837662309988442990/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2ME9fdk1BEAE,The best after hours pizza place between 7th Ave and 8th Ave 47 street in new York have to check this place out give it a try,2 months ago,2025-02-28 17:22:07.745079,5.0,Chelsea Boy11,0,https://www.google.com/maps/contrib/110680682518856237154/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURQNDZDclZREAE,"Dinner for 5 80$ bucks , The cheeseburger is huge , Also ordered a portobello mushroom burger , and 2 slices of pizza and a tuna melt , Would definitely visit again . Grab  receipt ensure price on receipt matches the food ordered.",2 months ago,2025-02-28 17:22:07.745438,4.0,DAV “Manondamoon” RUV,154,https://www.google.com/maps/contrib/108168865621919008371/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURQZy1PT2NnEAE,Mohammed and crew were.gteat! Pizza was the best I had in Times Square Restaurant Row! Cheese extra cheese - my go to order! Crust was perfect! Def must try! Vibe is amazing!,2 months ago,2025-02-28 17:22:07.745965,5.0,Sibyl Perez,0,https://www.google.com/maps/contrib/110122702501991977974/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURQX1pXdG9RRRAB,Fun place.,2 months ago,2025-02-28 17:22:07.746352,5.0,Jeremy Noble,0,https://www.google.com/maps/contrib/101373341315460051525/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURQeUxtLTd3RRAB,"Best breakfast ever, happy thanksgiving everyone working today  Smiles from the staff and the food is super scrummy xx",3 months ago,2025-02-28 17:22:07.746675,5.0,Nicola Cross,1,https://www.google.com/maps/contrib/100296109133162219491/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNQNDVhcDRRRRAB,"Fun group of workers that took care of us on our visit. Great customer service, the pizza was above average, and we would go back.",3 months ago,2025-02-28 17:22:07.747026,4.0,Chris Rich,25,https://www.google.com/maps/contrib/103662091985914570097/reviews?hl=en
